# generated 2026-08-19T03:25:44.653Z
sheet	race	group	category	unit	kind	source	model	bench_lo	bench_hi	bench_raw	note	bench_note
Sheet2	Zerg	Zerg Heroes	Starting Hero	Alexei Stukov	ability	+ Conscription	0				sustained dps (no bench)	
Sheet2	Zerg	Zerg Heroes	Starting Hero	Alexei Stukov	ability	+ Forceful Command	43048	43048	43048	43048	perCast (single hit)	Forceful Command, single hit
Sheet2	Zerg	Zerg Heroes	Starting Hero	Alexei Stukov	summon-buff	+ Rallying Cry (summon-buff)					todo	
Sheet2	Zerg	Zerg Heroes	Starting Hero	Hybrid Decimator	headline	total (all sources on)	812786					
Sheet2	Zerg	Zerg Heroes	Starting Hero	Hybrid Decimator	weapon	weapon	582532					
Sheet2	Zerg	Zerg Heroes	Starting Hero	Hybrid Decimator	ability	+ Consume DNA	10596	10596	15894	10596-15894	sustained dps	Consume DNA
Sheet2	Zerg	Zerg Heroes	Starting Hero	Hybrid Decimator	bench-only	Stolen Essence is added, causes additional damage		285952	285952	285952	needs model	Stolen Essence is added, causes additional damage
Sheet2	Zerg	Zerg Heroes	Starting Hero	Hybrid Decimator	bench-only	Add Perfected Form		1036352	1036352	1036352	needs model	Add Perfected Form
Sheet2	Zerg	Zerg Heroes	Starting Hero	Hybrid Decimator	bench-only	Consume DNA + Instill Fear, 0 Dex		9040	13560	9040-13560	needs model	Consume DNA + Instill Fear, 0 Dex
Sheet2	Zerg	Zerg Heroes	Starting Hero	Hybrid Decimator	bench-only	Consume DNA + Perfected Form, 0 Dex		6478	7558	6478-7558	needs model	Consume DNA + Perfected Form, 0 Dex
Sheet2	Zerg	Zerg Heroes	Starting Hero	Hybrid Decimator	bench-only	Consume DNA + Perfected Form + Instill Fear, 0 Dex		19437	22676	19437-22676	needs model	Consume DNA + Perfected Form + Instill Fear, 0 Dex
Sheet2	Zerg	Zerg Heroes	Starting Hero	Hybrid Decimator	bench-only	Scythe Swipe, single hit with no Stolen Essence		39656	39656	39656	needs model	Scythe Swipe, single hit with no Stolen Essence
Sheet2	Zerg	Zerg Heroes	Starting Hero	Swarmling	headline	total (all sources on)	374852					
Sheet2	Zerg	Zerg Heroes	Starting Hero	Swarmling	weapon	weapon	228440	228432	228432	228432		
Sheet2	Zerg	Zerg Heroes	Starting Hero	Swarmling	ability	+ Venomous Bite		336672	336672	336672	needs model	Add Venoumous Bite
Sheet2	Zerg	Zerg Heroes	Starting Hero	Swarmling	ability	+ Defiant Screech	4941	232879	234361	232879-234361	sustained dps	Defiant Screech, add weapon
Sheet2	Zerg	Zerg Heroes	Starting Hero	Swarmling	ability	+ Crazed Leap	19766	19766	19766	19766	perCast (single hit)	Crazed Leap, single hit
Sheet2	Zerg	Zerg Heroes	Starting Hero	Swarmling	self-buff	+ Feral Dash (self-buff)					todo	
Sheet2	Zerg	Zerg Heroes	Starting Hero	Torrasque	headline	total (all sources on)	552036					
Sheet2	Zerg	Zerg Heroes	Starting Hero	Torrasque	weapon	weapon	327320	322973	327770	322973-327770		
Sheet2	Zerg	Zerg Heroes	Starting Hero	Torrasque	ability	+ Burrow Charge	34590	17295	17295	17295	perCast (single hit)	Battle Charge, single hit. This ability interrupts the main attack due to being a motion ability
Sheet2	Zerg	Zerg Heroes	Starting Hero	Torrasque	ability	+ Ground Stomp	19766	19766	19766	19766	perCast (single hit)	Ground Stomp, single hit. This ability interrupts the main attack due to being a motion ability
Sheet2	Zerg	Zerg Heroes	Starting Hero	Torrasque	ability	+ Unleash Wrath	14824	687336	687336	687336	sustained dps	Unleash Wrath, add weapon
Sheet2	Zerg	Zerg Heroes	Starting Hero	Cockroach	headline	total (all sources on)	109437					
Sheet2	Zerg	Zerg Heroes	Starting Hero	Cockroach	weapon	weapon	109171	229120	229120	229120		Miniature Broot, melee
Sheet2	Zerg	Zerg Heroes	Starting Hero	Cockroach	summon	+ Miniature Broot	61289	65128	65128	65128	per-summon; sustained 108125 (avg 1.76× living)	Miniature Broot, ranged
Sheet2	Zerg	Zerg Heroes	Starting Hero	Cockroach	ability	+ Shocked Metabolism	1046				sustained dps (no bench)	
Sheet2	Zerg	Zerg Heroes	Starting Hero	Cockroach	self-buff	+ Mind Control (self-buff)					todo	
Sheet2	Zerg	Zerg Heroes	Starting Hero	Erebus	headline	total (all sources on)	137041					
Sheet2	Zerg	Zerg Heroes	Starting Hero	Erebus	weapon	weapon	132428					
Sheet2	Zerg	Zerg Heroes	Starting Hero	Erebus	ability	+ Deep Tunnel	0				sustained dps (no bench)	
Sheet2	Zerg	Zerg Heroes	Starting Hero	Erebus	ability	+ Starburst Impale	37061	37059	37059	37059	sustained dps	Starburst Impale
Sheet2	Zerg	Zerg Heroes	Starting Hero	Erebus	bench-only	Weapon, 0 Dex		59208	59208	59208	needs model	Weapon, 0 Dex
Sheet2	Zerg	Zerg Heroes	Starting Hero	Erebus	bench-only	Weapon, 0 Dex, Spine Cycle alignment		74325	74325	74325	needs model	Weapon, 0 Dex, Spine Cycle alignment
Sheet2	Zerg	Zerg Heroes	Starting Hero	Erebus	bench-only	Starburst Impale + Spineblight		48177	48177	48177	needs model	Starburst Impale + Spineblight
Sheet2	Zerg	Zerg Heroes	Starting Hero	Erebus	bench-only	AA weapon		95366	95366	95366	needs model	AA weapon
Sheet2	Zerg	Zerg Heroes	Starting Hero	Nyami	headline	total (all sources on)	150232					
Sheet2	Zerg	Zerg Heroes	Starting Hero	Nyami	weapon	weapon	105473	105432	106167	105432-106167		Includes DoT
Sheet2	Zerg	Zerg Heroes	Starting Hero	Nyami	ability	+ Poison Spike	6627	207607	217039	207607-217039	sustained dps	Poison Spike and farther away attacks
Sheet2	Zerg	Zerg Heroes	Starting Hero	Nyami	ability	+ Spine Volley	36760	11877	81077	11877-81077	sustained dps	Spine Volley
Sheet2	Zerg	Zerg Heroes	Starting Hero	Nyami	ability	+ Evolved Strain	1373	200369	201995	200369-201995	sustained dps	Evolved Strain and farther away attacks
Sheet2	Zerg	Zerg Heroes	Starting Hero	Nyami	self-buff	+ Pinpoint Reach (self-buff)		267889	269878	267889-269878	todo	Pinpoint Reach and farther away attacks
Sheet2	Zerg	Zerg Heroes	Starting Hero	Nyami	bench-only	Farther attacks add bonus damage from further attacks (Pursuit of the Weak)		173618	174988	173618-174988	needs model	Farther attacks add bonus damage from further attacks (Pursuit of the Weak)
Sheet2	Zerg	Zerg Heroes	Starting Hero	Deimos	headline	total (all sources on)	352289					
Sheet2	Zerg	Zerg Heroes	Starting Hero	Deimos	weapon	weapon	250849					
Sheet2	Zerg	Zerg Heroes	Starting Hero	Deimos	ability	+ Corrosive Bile	39780	108710	111850	108710-111850	sustained dps	Includes Corrosive Attack
Sheet2	Zerg	Zerg Heroes	Starting Hero	Deimos	ability	+ Corrosive Bile	39780	67915	75483	67915-75483	ability alone (isolated gross)	Corrosive Bile only
Sheet2	Zerg	Zerg Heroes	Starting Hero	Deimos	ability	+ Dissolute Acid	101589	97747	104567	97747-104567	sustained dps	Dissolute Acid
Sheet2	Zerg	Zerg Heroes	Starting Hero	Deimos	ability	+ Baleful Barrage	139935	49414	49414	49414	perCast (single hit)	Baleful Barrage, single hit
Sheet2	Zerg	Zerg Heroes	Starting Hero	Deimos	self-buff	+ Armored Carapace (self-buff)					todo	
Sheet2	Zerg	Zerg Heroes	Starting Hero	Hybrid Dominator	headline	total (all sources on)	131575					
Sheet2	Zerg	Zerg Heroes	Starting Hero	Hybrid Dominator	weapon	weapon	32431	32428	32428	32428		
Sheet2	Zerg	Zerg Heroes	Starting Hero	Hybrid Dominator	ability	+ Psionic Push		2223	3335	2223-3335	needs model	Psionic Push only
Sheet2	Zerg	Zerg Heroes	Starting Hero	Hybrid Dominator	ability	+ Mind Fissure	54108	89278	97394	89278-97394	ability alone (isolated gross)	Mind Fissure only
Sheet2	Zerg	Zerg Heroes	Starting Hero	Hybrid Dominator	ability	+ Psionic Shock		9265	9265	9265	needs model	Psionic Shock, single hit
Sheet2	Zerg	Zerg Heroes	Starting Hero	Minos	headline	total (all sources on)	270709					
Sheet2	Zerg	Zerg Heroes	Starting Hero	Minos	weapon	weapon	196479	196641	198790	196641-198790		Includes DoT
Sheet2	Zerg	Zerg Heroes	Starting Hero	Minos	ability	+ Bile Glob	4941	138321	138321	138321	sustained dps	Bile Glob
Sheet2	Zerg	Zerg Heroes	Starting Hero	Minos	ability	+ Acid Bath	48139	222012	227131	222012-227131	sustained dps	Acid Bath
Sheet2	Zerg	Zerg Heroes	Starting Hero	Minos	ability	+ Vile Slime	21150	56716	56716	56716	sustained dps	Vile Slime. 872629 total damage
Sheet2	Zerg	Zerg Heroes	Starting Hero	Primal Kerrigan	headline	total (all sources on)	261424					
Sheet2	Zerg	Zerg Heroes	Starting Hero	Primal Kerrigan	weapon	weapon	206697	206688	206688	206688		
Sheet2	Zerg	Zerg Heroes	Starting Hero	Primal Kerrigan	ability	+ Leaping Strike	34590	52107	52107	52107	perCast (single hit)	Leaping Strike, single hit
Sheet2	Zerg	Zerg Heroes	Starting Hero	Primal Kerrigan	ability	+ Crushing Grip		29776	29776	29776	needs model	Crushing Grip, per hit
Sheet2	Zerg	Zerg Heroes	Starting Hero	Primal Kerrigan	ability	+ Crushing Grip		59295	59295	59295	needs model	Crushing Grip, total damage
Sheet2	Zerg	Zerg Heroes	Starting Hero	Primal Kerrigan	ability	+ Kinetic Blast	14404	5730	11461	5730-11461	sustained dps	Kinetic Blast, 0 dex
Sheet2	Zerg	Zerg Heroes	Starting Hero	Primal Kerrigan	self-buff	+ Blessing Of Zerus (self-buff)		227440	227440	227440	todo	Add Blessing of Zerus
Sheet2	Zerg	Zerg Heroes	Starting Hero	Demeter	headline	total (all sources on)	234722					
Sheet2	Zerg	Zerg Heroes	Starting Hero	Demeter	weapon	weapon	101735	101728	101728	101728		
Sheet2	Zerg	Zerg Heroes	Starting Hero	Demeter	summon	+ Larva	28259	28256	28256	28256	per-summon; sustained 132988 (avg 4.71× living)	Larva (1)
Sheet2	Zerg	Zerg Heroes	Starting Hero	Demeter	bench-only	Swarmling (1)		23541	23541	23541	needs model	Swarmling (1)
Sheet2	Zerg	Zerg Heroes	Starting Hero	Dehaka	headline	total (all sources on)	301133				vs air 148050	
Sheet2	Zerg	Zerg Heroes	Starting Hero	Dehaka	weapon	weapon (ground)	227880					
Sheet2	Zerg	Zerg Heroes	Starting Hero	Dehaka	weapon	weapon (air)	133245					
Sheet2	Zerg	Zerg Heroes	Starting Hero	Dehaka	summon	+ Dehaka Spawn	32978				per-summon; sustained 72724 (avg 2.21× living)	
Sheet2	Zerg	Zerg Heroes	Starting Hero	Dehaka	ability	+ Predator Pounce	2164				sustained dps (no bench)	
Sheet2	Zerg	Zerg Heroes	Starting Hero	Dehaka	ability	+ Essence Grab	2677	285504	285504	285504	sustained dps	At 5 stacks of Essence Collector
Sheet2	Zerg	Zerg Heroes	Starting Hero	Dehaka	ability	+ Devouring Frenzy	13589	23744	23744	23744	perCast (single hit)	Devouring Frenzy, single hit
Sheet2	Zerg	Zerg Heroes	Starting Hero	Dehaka	self-buff	+ Primal Evolution (self-buff)		370288	370288	370288	todo	Add Primal Evolution. Summons 1 Dehaka Mirror that is included
Sheet2	Zerg	Zerg Heroes	Starting Hero	Dehaka	bench-only	Leap, single hit		38853	38853	38853	needs model	Leap, single hit
Sheet2	Zerg	Zerg Heroes	Starting Hero	Dehaka	bench-only	Dehaka Mirror		84784	84784	84784	needs model	Dehaka Mirror
Sheet2	Zerg	Zerg Heroes	Starting Hero	Dehaka	bench-only	Damage dealt while Essence Collector is overstacked		301712	301712	301712	needs model	Damage dealt while Essence Collector is overstacked
Sheet2	Bonus	Bonus Heroes	Starting Hero	Alex Jones	headline	total (all sources on)	489215					
Sheet2	Bonus	Bonus Heroes	Starting Hero	Alex Jones	weapon	weapon	127934	127920	127920	127920		
Sheet2	Bonus	Bonus Heroes	Starting Hero	Alex Jones	ability	+ Begone George Soros!	99341	40021	40021	40021	perCast (single hit)	Begone George Soros, single hit
Sheet2	Bonus	Bonus Heroes	Starting Hero	Alex Jones	ability	+ Gay Bomb	25942	14824	14824	14824	sustained dps	Gay Bomb, while active.
Sheet2	Bonus	Bonus Heroes	Starting Hero	Alex Jones	self-buff	+ Stimpack (self-buff)					todo	
Sheet2	Bonus	Bonus Heroes	Starting Hero	Alex Jones	self-buff	+ Super Male Vitality (self-buff)		622048	622048	622048	todo	While Super Male Vitality
Sheet2	Bonus	Bonus Heroes	Starting Hero	Barack Obama	headline	total (all sources on)	421865					
Sheet2	Bonus	Bonus Heroes	Starting Hero	Barack Obama	weapon	weapon	95091	95082	95082	95082		
Sheet2	Bonus	Bonus Heroes	Starting Hero	Barack Obama	ability	+ Shining Smile	69180	43484	47438	43484-47438	sustained dps	Shining Smile
Sheet2	Bonus	Bonus Heroes	Starting Hero	Barack Obama	ability	+ Drone Strike	345898	49414	49414	49414	perCast (single hit)	Drone Strike, single hit
Sheet2	Bonus	Bonus Heroes	Starting Hero	Barack Obama	self-buff	+ Stimpack (self-buff)					todo	
Sheet2	Bonus	Bonus Heroes	Starting Hero	Barack Obama	self-buff	+ Obamium (self-buff)		76505	83460	76505-83460	todo	Shining Smile + Obamium
Sheet2	Bonus	Bonus Heroes	Starting Hero	Joe Biden	headline	total (all sources on)	2060192					
Sheet2	Bonus	Bonus Heroes	Starting Hero	Joe Biden	weapon	weapon	2494632					
Sheet2	Bonus	Bonus Heroes	Starting Hero	Joe Biden	ability	+ Molest		0	49414	0-49414	needs model	Molest per hit
Sheet2	Bonus	Bonus Heroes	Starting Hero	Joe Biden	ability	+ Molest		2924	19753	2924-19753	needs model	Molest only, average with Crack Cocaine
Sheet2	Bonus	Bonus Heroes	Starting Hero	Joe Biden	ability	+ Vaccinate		0	9883	0-9883	needs model	Vaccinate per hit
Sheet2	Bonus	Bonus Heroes	Starting Hero	Joe Biden	ability	+ Vaccinate		9275	14074	9275-14074	needs model	Vaccinate only, average with Crack Cocaine
Sheet2	Bonus	Bonus Heroes	Starting Hero	Joe Biden	ability	+ Launder Money	38912	0	37061	0-37061	perCast (single hit)	Launder money per hit
Sheet2	Bonus	Bonus Heroes	Starting Hero	Joe Biden	ability	+ Launder Money	7782	2909	18686	2909-18686	ability alone (isolated gross)	Launder money only, average with Crack Cocaine
Sheet2	Bonus	Bonus Heroes	Starting Hero	Joe Biden	self-buff	+ Crack Cocaine (self-buff)		0	17831	0-17831	todo	Weapon per hit. All of joe biden's kit is damage ranges,and all abilities are disabled until the crack ability is enabled. Buffs like Impact that add flat damage bump the min value from 0
Sheet2	Bonus	Bonus Heroes	Starting Hero	Dr. Evil	headline	total (all sources on)	914310					
Sheet2	Bonus	Bonus Heroes	Starting Hero	Dr. Evil	weapon	weapon	656216					
Sheet2	Bonus	Bonus Heroes	Starting Hero	Dr. Evil	summon	+ Evil Laser	471000	261456	261456	261456	per-summon; sustained 471000 (avg 1× living)	Evil Laser 1x. Like swann's militarized transport, therefore gets elite unit
Sheet2	Bonus	Bonus Heroes	Starting Hero	Dr. Evil	minion	+ Mini-Me	172482	221357	222810	221357-222810	weapon + minions sustained (109141 @ 5×; 21828 per-minion)	Weapon + Mini Me + 4k Dex
Sheet2	Bonus	Bonus Heroes	Starting Hero	Dr. Evil	minion	+ Mini-Me	21828	16368	16368	16368	per-minion; sustained 109141 (5× magazine)	Mini Me, without So Evil, 4k Dex
Sheet2	Bonus	Bonus Heroes	Starting Hero	Dr. Evil	ability	+ How About No	127339	35577	35577	35577	perCast (single hit)	How About No, per hit
Sheet2	Bonus	Bonus Heroes	Starting Hero	Dr. Evil	self-buff	+ Stimpack (self-buff)					todo	
Sheet2	Bonus	Bonus Heroes	Starting Hero	Dr. Evil	summon-buff	+ One Million Dollars (summon-buff)					todo	
Sheet2	Bonus	Bonus Heroes	Starting Hero	Dr. Evil	bench-only	4k Dex		56743	56807	56743-56807	needs model	4k Dex
Sheet2	Bonus	Bonus Heroes	Starting Hero	Doom Slayer	headline	total (all sources on)	272143					
Sheet2	Bonus	Bonus Heroes	Starting Hero	Doom Slayer	weapon	weapon	675517					
Sheet2	Bonus	Bonus Heroes	Starting Hero	Doom Slayer	ability	+ Meat Hook					needs model	
Sheet2	Bonus	Bonus Heroes	Starting Hero	Doom Slayer	ability	+ Lock On Burst		53361	53361	53361	needs model	Lock On Burst, per hit
Sheet2	Bonus	Bonus Heroes	Starting Hero	Doom Slayer	ability	+ Microwave Beam	198682	272136	272136	272136	sustained dps	Plasma Gun + Microwave Beam
Sheet2	Bonus	Bonus Heroes	Starting Hero	Doom Slayer	bench-only	Shotgun		122061	124062	122061-124062	needs model	Shotgun
Sheet2	Bonus	Bonus Heroes	Starting Hero	Doom Slayer	bench-only	Rocket Launcher		94647	96848	94647-96848	needs model	Rocket Launcher
Sheet2	Bonus	Bonus Heroes	Starting Hero	Doom Slayer	bench-only	Plasma Gun		192096	192096	192096	needs model	Plasma Gun
Sheet2	Bonus	Bonus Heroes	Starting Hero	Doom Slayer	bench-only	BFG 9000, overflow. Vs non-boss is instant kill		0	0	0	needs model	BFG 9000, overflow. Vs non-boss is instant kill
Sheet2	Bonus	Bonus Heroes	Starting Hero	Donald Trump	headline	total (all sources on)	1927535					
Sheet2	Bonus	Bonus Heroes	Starting Hero	Donald Trump	weapon	weapon	2751872					
Sheet2	Bonus	Bonus Heroes	Starting Hero	Donald Trump	summon	+ Border Cannon	53579	53576	53576	53576	per-summon; sustained 2678936 (avg 50× living)	Border Cannon (1), 4k dex
Sheet2	Bonus	Bonus Heroes	Starting Hero	Donald Trump	summon	+ Border Cannon + Make America Great Again	125088	125072	125072	125072	per-summon with Make America Great Again	Border Cannon, Make America Great Again, 4k dex
Sheet2	Bonus	Bonus Heroes	Starting Hero	Donald Trump	summon	+ Border Cannon + You Are Fake News up	80369	80368	80368	80368	per-summon with You Are Fake News up (amp at full uptime)	Border Cannon, You are Fake News, 4k dex
Sheet2	Bonus	Bonus Heroes	Starting Hero	Donald Trump	summon	+ Border Cannon + Make America Great Again + You Are Fake News up	187632	187616	187616	187616	per-summon with Make America Great Again + You Are Fake News up (amp at full uptime)	Border Cannon, Make America Great Again and Y, 4k dexou are Fake News
Sheet2	Bonus	Bonus Heroes	Starting Hero	Donald Trump	self-buff	+ Stimpack (self-buff)					todo	
Sheet2	Bonus	Bonus Heroes	Starting Hero	Donald Trump	summon-buff	+ Make America Great Again (summon-buff)					todo	
Sheet2	Bonus	Bonus Heroes	Starting Hero	Donald Trump	bench-only	Weapon, 1k dex		14224	14224	14224	needs model	Weapon, 1k dex
Sheet2	Bonus	Bonus Heroes	Starting Hero	Donald Trump	bench-only	Melting snowflakes		44472	44472	44472	needs model	Melting snowflakes
Sheet2	Bonus	Bonus Heroes	Starting Hero	Donald Trump	bench-only	All sources without any border cannons, 4k dex		134131	136410	134131-136410	needs model	All sources without any border cannons, 4k dex
Sheet1	Terran	Terran Workers	Unit	SCV	headline	total (all sources on)	130073					
Sheet1	Terran	Terran Workers	Unit	SCV	weapon	weapon	130073	130064	130064	130064		
Sheet1	Terran	Terran Infantry	Unit	Marine	headline	total (all sources on)	93200					
Sheet1	Terran	Terran Infantry	Unit	Marine	weapon	weapon	93200	93200	93200	93200		
Sheet1	Terran	Terran Infantry	Unit	Marine	self-buff	+ Stimpack (self-buff)					todo	
Sheet1	Terran	Terran Infantry	Unit	Marauder	headline	total (all sources on)	122860					
Sheet1	Terran	Terran Infantry	Unit	Marauder	weapon	weapon	122860	122279	123089	122279-123089		
Sheet1	Terran	Terran Infantry	Unit	Marauder	self-buff	+ Stimpack (self-buff)					todo	
Sheet1	Terran	Terran Infantry	Unit	Firebat	headline	total (all sources on)	101781					
Sheet1	Terran	Terran Infantry	Unit	Firebat	weapon	weapon	101781	101769	102216	101769-102216		
Sheet1	Terran	Terran Infantry	Unit	Firebat	self-buff	+ Stimpack (self-buff)					todo	
Sheet1	Terran	Terran Infantry	Unit	Reaper	headline	total (all sources on)	127232				vs air 22946	
Sheet1	Terran	Terran Infantry	Unit	Reaper	weapon	weapon (ground)	127232	127232	127232	127232		
Sheet1	Terran	Terran Infantry	Unit	Reaper	weapon	weapon (air)	22946					
Sheet1	Terran	Terran Infantry	Unit	Medic	headline	total (all sources on)	0					
Sheet1	Terran	Terran Infantry	Unit	Medic	weapon	weapon					no weapon (caster/support)	
Sheet1	Terran	Terran Infantry	Unit	HERC	headline	total (all sources on)	240856					
Sheet1	Terran	Terran Infantry	Unit	HERC	weapon	weapon	222958	222944	222944	222944		
Sheet1	Terran	Terran Infantry	Unit	HERC	ability	+ Grapple	240856	240830	240830	240830	weapon + ability (cumulative)	Add Grapple
Sheet1	Terran	Terran Infantry	Unit	Ghost	headline	total (all sources on)	47567					
Sheet1	Terran	Terran Infantry	Unit	Ghost	weapon	weapon	29127	29120	29120	29120		
Sheet1	Terran	Terran Infantry	Unit	Ghost	ability	+ Snipe	47567	44383	49268	44383-49268	weapon + ability (cumulative)	Snipe and weapon
Sheet1	Terran	Terran Infantry	Unit	Ghost	ability	+ Snipe	23391	23211	25790	23211-25790	ability alone (isolated gross)	Snipe only
Sheet1	Terran	Terran Infantry	Unit	Ghost	ability	+ EMP Round (only)	9370	8896	10675	8896-10675	EMP alone @1.9s solo cadence (weaponless — no lattice lock) × its ×1.15 amp	EMP only
Sheet1	Terran	Terran Infantry	Unit	Ghost	ability	+ EMP Round	38731	38726	38726	38726	weapon (3.5-loop cast interrupt) + EMP @2.0s lattice-locked, kind-blind ×1.15 amp on all hits — user re-meter 2026-08-18	EMP and weapon
Sheet1	Terran	Terran Infantry	Unit	Ghost	ability	+ Snipe + EMP (equal energy split)	48060	45146	50763	45146-50763	weapon + both autocasts at regen/2 each (user cadence snapshot) × kind-blind EMP amp	Both abilities
Sheet1	Terran	Terran Infantry	Unit	Spectre	headline	total (all sources on)	67105					
Sheet1	Terran	Terran Infantry	Unit	Spectre	weapon	weapon	38870	38869	38869	38869		
Sheet1	Terran	Terran Infantry	Unit	Spectre	ability	+ Psionic Lash	67104	64276	67755	64276-67755	weapon + ability (cumulative)	Add Psionic Lash
Sheet1	Terran	Terran Vehicles	Unit	Goliath	headline	total (all sources on)	314612					
Sheet1	Terran	Terran Vehicles	Unit	Goliath	weapon	weapon	314612	314592	314592	314592		Two attacks simultaneous
Sheet1	Terran	Terran Vehicles	Unit	Hellion	headline	total (all sources on)	83008					
Sheet1	Terran	Terran Vehicles	Unit	Hellion	weapon	weapon	83008	82259	82974	82259-82974		
Sheet1	Terran	Terran Vehicles	Unit	Vulture	headline	total (all sources on)	135729					
Sheet1	Terran	Terran Vehicles	Unit	Vulture	weapon	weapon	102094	101542	102267	101542-102267		
Sheet1	Terran	Terran Vehicles	Unit	Vulture	summon	+ Spider Mine	135729	131549	140683	131549-140683	weapon + summons sustained (33635 @ avg 0.4×; 84087 per-summon)	Add Spider Mines
Sheet1	Terran	Terran Vehicles	Unit	Widow Mine	headline	total (all sources on)	241073					
Sheet1	Terran	Terran Vehicles	Unit	Widow Mine	weapon	weapon	241073	240636	243434	240636-243434		
Sheet1	Terran	Terran Vehicles	Unit	Diamondback	headline	total (all sources on)	97105					
Sheet1	Terran	Terran Vehicles	Unit	Diamondback	weapon	weapon	97105	97098	97098	97098		
Sheet1	Terran	Terran Vehicles	Unit	Predator	headline	total (all sources on)	258006					
Sheet1	Terran	Terran Vehicles	Unit	Predator	weapon	weapon	258006	257968	257968	257968		
Sheet1	Terran	Terran Vehicles	Unit	Sentry Bot	headline	total (all sources on)	68886					
Sheet1	Terran	Terran Vehicles	Unit	Sentry Bot	weapon	weapon	68886	68880	68880	68880		
Sheet1	Terran	Terran Vehicles	Unit	Sentry Bot	toggle	+ Repair Mode On (toggle)	30405	30135	30565	30135-30565	weapon with toggle on (reduced state — suppression or slowdown)	Add Repair Mode
Sheet1	Terran	Terran Vehicles	Unit	Cyclone	headline	total (all sources on)	148908					
Sheet1	Terran	Terran Vehicles	Unit	Cyclone	weapon	weapon	148908	148896	148896	148896		
Sheet1	Terran	Terran Vehicles	Unit	Siege Tank	headline	total (all sources on)	115961					
Sheet1	Terran	Terran Vehicles	Unit	Siege Tank	weapon	weapon	105021	105008	105008	105008		
Sheet1	Terran	Terran Vehicles	Unit	Siege Tank	bench-only	Sieged Tank	115961	114737	116376	114737-116376	extra	
Sheet1	Terran	Terran Vehicles	Unit	Warhound	headline	total (all sources on)	128168					
Sheet1	Terran	Terran Vehicles	Unit	Warhound	weapon	weapon	98913	98912	98912	98912		
Sheet1	Terran	Terran Vehicles	Unit	Warhound	ability	+ Haywire Missiles	128168	124074	129044	124074-129044	weapon + ability (cumulative)	Add Tornado Missiles
Sheet1	Terran	Terran Vehicles	Unit	Thor	headline	total (all sources on)	289209				vs air 327254	
Sheet1	Terran	Terran Vehicles	Unit	Thor	weapon	weapon (ground)	124517	124512	124512	124512		
Sheet1	Terran	Terran Vehicles	Unit	Thor	weapon	weapon (air)	217471	214918	218825	214918-218825		
Sheet1	Terran	Terran Vehicles	Unit	Thor	ability	+ Cancel	0				sustained dps (no bench)	
Sheet1	Terran	Terran Vehicles	Unit	Thor	self-buff	+ All-Out Attack (self-buff)	289209	289184	289184	289184	weapon with this self-buff on	Add All-Out Attack
Sheet1	Terran	Terran Vehicles	Unit	Thor	self-buff	+ All-Out Attack (self-buff)	327254	326105	331274	326105-331274	weapon with this self-buff on	Add All-Out Attack
Sheet1	Terran	Terran Air	Unit	Blimp	headline	total (all sources on)	0					
Sheet1	Terran	Terran Air	Unit	Blimp	weapon	weapon					no weapon (caster/support)	
Sheet1	Terran	Terran Air	Unit	Viking	headline	total (all sources on)	151894					
Sheet1	Terran	Terran Air	Unit	Viking	weapon	weapon (ground)	119221	119216	119216	119216		
Sheet1	Terran	Terran Air	Unit	Viking	weapon	weapon (air)	151894	151893	151893	151893		
Sheet1	Terran	Terran Air	Unit	Wraith	headline	total (all sources on)	147422				vs air 139242	
Sheet1	Terran	Terran Air	Unit	Wraith	weapon	weapon (ground)	147422	147408	147408	147408		
Sheet1	Terran	Terran Air	Unit	Wraith	weapon	weapon (air)	139242	139232	139232	139232		
Sheet1	Terran	Terran Air	Unit	Medivac	headline	total (all sources on)	0					
Sheet1	Terran	Terran Air	Unit	Medivac	weapon	weapon					no weapon (caster/support)	
Sheet1	Terran	Terran Air	Unit	Science Vessel	headline	total (all sources on)	192030					
Sheet1	Terran	Terran Air	Unit	Science Vessel	weapon	weapon	192030	191623	192413	191623-192413		Add Irradiate
Sheet1	Terran	Terran Air	Unit	Science Vessel	ability	+ Irradiate	192030				sustained dps (no bench)	
Sheet1	Terran	Terran Air	Unit	Banshee	headline	total (all sources on)	98768				vs air 98753	
Sheet1	Terran	Terran Air	Unit	Banshee	weapon	weapon (ground)	98768	98752	98752	98752		
Sheet1	Terran	Terran Air	Unit	Banshee	weapon	weapon (air)	98753	98752	98752	98752		
Sheet1	Terran	Terran Air	Unit	Raven	headline	total (all sources on)	59409					
Sheet1	Terran	Terran Air	Unit	Raven	weapon	weapon	25159	23859	25350	23859-25350		
Sheet1	Terran	Terran Air	Unit	Raven	summon	+ Turret	24865	24846	24846	24846	per-summon; sustained 0 (avg 0× living)	Minor Auto-Turret (1)
Sheet1	Terran	Terran Air	Unit	Raven	ability	+ Seeker Missile	59409	57162	62132	57162-62132	weapon + ability (cumulative)	Add Seeker Missiles
Sheet1	Terran	Terran Air	Unit	Liberator	headline	total (all sources on)	119472					
Sheet1	Terran	Terran Air	Unit	Liberator	weapon	weapon (ground)	112127	112117	112117	112117		
Sheet1	Terran	Terran Air	Unit	Liberator	weapon	weapon (air)	119472	117600	122080	117600-122080		
Sheet1	Terran	Terran Air	Unit	Battlecruiser	headline	total (all sources on)	194134					
